"X","Y","ID","0to15cm"
144.30119,-26.56513,517,0.0614726706137675
146.67483,-19.27659,28817,0.0358306200712037
147.27912,-20.12635,21717,0.0388675484795713
152.12916,-24.83632,26817,0.0283929628475509
147.7456,-20.56372,43917,0.0320072072245388
147.87513,-21.55485,44417,0.0586364794082769
152.98347,-26.6399,66317,0.0518528866440354
150.69202,-23.71576,15417,0.0800290572261451
145.61784,-26.39835,38417,0.0607112031609763
144.09265,-18.50047,15817,0.0101437040031041
144.44335,-15.57053,39017,0.0361128975825655
143.35065,-13.10922,26217,0.0305733823840208
150.44033,-26.80636,54617,0.0169204214049859
147.17201,-19.80159,50117,0.0639588880235355
151.49921,-27.80156,45617,0.038486527810575
148.42126,-20.33789,31717,0.0166471547623895
150.11188,-23.07119,11617,0.0595825202298463
149.37405,-27.4338,46117,0.0677963468554797
151.82686,-28.60974,13617,0.0184703483858118
146.62806,-25.84804,46017,0.0754758588479337
152.6785,-26.97221,89217,0.0781084102929991
150.29543,-28.11502,4717,0.0760620422295604
146.6811,-19.27422,28818,0.0594466143823248
149.20564,-21.15041,24818,0.0161860839939549
147.42559,-20.28306,21718,0.02814370646867
152.07601,-24.93082,26818,0.045208048259951
147.78495,-20.56734,43918,0.046402456346636
152.58079,-26.31331,66318,0.0550986340928308
150.54656,-23.16918,15418,0.0692196054954022
146.24324,-19.91044,2018,0.032224843579795
145.80117,-26.41501,38418,0.0508281868827962
148.8717,-25.4845,60018,0.0703110525059909
144.95116,-23.21504,39418,0.0533892675132466
153.27138,-28.19408,37118,0.0602266605390903
141.85795,-22.30253,11518,0.0580261498117803
143.35512,-13.10913,26218,0.0253590268723819
151.24478,-27.62056,68218,0.041787801649089
150.61132,-25.92765,54618,0.0620909633839044
151.65506,-27.60212,45618,0.0520885587128789
148.45728,-20.32314,31718,0.027415725870402
